title,date,source,link,description
"After Fed Cuts Rates, Biden Claims Credit for Economy’s Strength - The New York Times","Thu, 19 Sep 2024 09:06:43 GMT",The New York Times,https://news.google.com/rss/articles/CBMie0FVX3lxTE5ZN2VCUk9BUzI0b1MtbDRkTk8zTGd6anFtUEhvVlgwb3p6RllyejdQXzA5TDZtakVDQTVqVUctbnh5aEZ0YmZZZlFQRkRrRG9JamlQQThYd3p3cWhCUjNiWWZKNFhpN2pUZzh1Z1pmQXZsNzlkYks2NWZzYw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE5ZN2VCUk9BUzI0b1MtbDRkTk8zTGd6anFtUEhvVlgwb3p6RllyejdQXzA5TDZtakVDQTVqVUctbnh5aEZ0YmZZZlFQRkRrRG9JamlQQThYd3p3cWhCUjNiWWZKNFhpN2pUZzh1Z1pmQXZsNzlkYks2NWZzYw?oc=5"" target=""_blank"">After Fed Cuts Rates, Biden Claims Credit for Economy’s Strength</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
The economy tops voters’ minds as they consider their vote in the upcoming election - AP-NORC,"Fri, 20 Sep 2024 09:38:51 GMT",AP-NORC,https://news.google.com/rss/articles/CBMisAFBVV95cUxNazh0LWM4YUxEeHphbFl2X3pCYkEtWmNXV2dENVNqVk1nM2hsbjhqUUlrQnJCTl84ajJKQUVTLWpYVVE0WnlNS2dqLTl4ZGwyY2hzNUdnOUxvN3VUOUJGTWpkRVF5ckVxT0dyR0J5RFZURUhLTzJwZDZOT05rQ2N3dzJpOXhXZGVOVEQwcnBoRTRjV1ZsSnBWYmpsdUVSbmo4VkZxZXRVc3ZqbTNiTlQ0OQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxNazh0LWM4YUxEeHphbFl2X3pCYkEtWmNXV2dENVNqVk1nM2hsbjhqUUlrQnJCTl84ajJKQUVTLWpYVVE0WnlNS2dqLTl4ZGwyY2hzNUdnOUxvN3VUOUJGTWpkRVF5ckVxT0dyR0J5RFZURUhLTzJwZDZOT05rQ2N3dzJpOXhXZGVOVEQwcnBoRTRjV1ZsSnBWYmpsdUVSbmo4VkZxZXRVc3ZqbTNiTlQ0OQ?oc=5"" target=""_blank"">The economy tops voters’ minds as they consider their vote in the upcoming election</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP-NORC</font>"
"Harris closes gap with Trump on the economy, new Pennsylvania poll shows - Pittsburgh Post-Gazette","Wed, 18 Sep 2024 18:24:07 GMT",Pittsburgh Post-Gazette,https://news.google.com/rss/articles/CBMiyAFBVV95cUxONmxhUE9pTURLYWlsYjZrdEhVRllhSkJFOE1OV0pJTTRBQjJUVW5UbjY5al9va1l1R3M4dndhek1uZEpxNjdJQi01dWJNT2VqVkw1ZXo1SGN6amthamtHOGVUUXBRNzdYQzBRZEJURTQ5cmxqX0pnNXVRZHBQanhQc0ZBNXJ1dV9xal9BZER2MlZzSFdRcUZkaVBuYmtFZXlZdGNLOFNzNmN4NHVGc2oySDJaUUsxaUVxb2NIekFpT18wRGh4VlgwUg?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxONmxhUE9pTURLYWlsYjZrdEhVRllhSkJFOE1OV0pJTTRBQjJUVW5UbjY5al9va1l1R3M4dndhek1uZEpxNjdJQi01dWJNT2VqVkw1ZXo1SGN6amthamtHOGVUUXBRNzdYQzBRZEJURTQ5cmxqX0pnNXVRZHBQanhQc0ZBNXJ1dV9xal9BZER2MlZzSFdRcUZkaVBuYmtFZXlZdGNLOFNzNmN4NHVGc2oySDJaUUsxaUVxb2NIekFpT18wRGh4VlgwUg?oc=5"" target=""_blank"">Harris closes gap with Trump on the economy, new Pennsylvania poll shows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Pittsburgh Post-Gazette</font>"
"As early voting nears in Georgia, all eyes are on whether young voters will turn out - NPR","Sat, 21 Sep 2024 10:00:00 GMT",NPR,https://news.google.com/rss/articles/CBMivAFBVV95cUxNbXlsNmdyZFo0bzdscjlGZ0ZsSGFNYkk3eWxheXJIZFZJWkF5ZnJFRkFEUlFCUjJ3UUhoOEl4dklOX2pxNy10c05Rbm84UWE3dF9DRUttZlV6MmVFQTlxS2ZrdGZFN1p6NHlMZTl4NHpZb2p5WEp1U0txcjNPT0pmVHJ4bVhVY2Z4TER5M1B0Tk8yTFlZUVc2YWFrRklqd0dfNUFyUnRNRDhDWWRwVTlTMmx1cGVVWlh3S2J6cQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNbXlsNmdyZFo0bzdscjlGZ0ZsSGFNYkk3eWxheXJIZFZJWkF5ZnJFRkFEUlFCUjJ3UUhoOEl4dklOX2pxNy10c05Rbm84UWE3dF9DRUttZlV6MmVFQTlxS2ZrdGZFN1p6NHlMZTl4NHpZb2p5WEp1U0txcjNPT0pmVHJ4bVhVY2Z4TER5M1B0Tk8yTFlZUVc2YWFrRklqd0dfNUFyUnRNRDhDWWRwVTlTMmx1cGVVWlh3S2J6cQ?oc=5"" target=""_blank"">As early voting nears in Georgia, all eyes are on whether young voters will turn out</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font>"
"Voter registration is spiking, particularly among young adults - USA TODAY","Sat, 21 Sep 2024 16:08:09 GMT",USA TODAY,https://news.google.com/rss/articles/CBMixAFBVV95cUxQcm41dHpLNjdKQ3hObWJXY25DczI4elkwczVBbk1DOXdyWGtzRWx1VV9LV0RmbklRZk1wSTIzb1lhVDktcDQtR0tvZk12eWM1ZUtGYmtNNFBMcHBDWnMzUTVyTzBBNTExdFNKbHNCdi1qUkxBR3lZeFp5blpMTnVwX3Q3cDU3akdzOHFVTHh5akhweWp3WWE1Q09rWlA2TUo1TDFybWxOaGdoUFZWR1NWNjRPaWZudjFwQlBKdld6TThCX1FN?oc=5,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxQcm41dHpLNjdKQ3hObWJXY25DczI4elkwczVBbk1DOXdyWGtzRWx1VV9LV0RmbklRZk1wSTIzb1lhVDktcDQtR0tvZk12eWM1ZUtGYmtNNFBMcHBDWnMzUTVyTzBBNTExdFNKbHNCdi1qUkxBR3lZeFp5blpMTnVwX3Q3cDU3akdzOHFVTHh5akhweWp3WWE1Q09rWlA2TUo1TDFybWxOaGdoUFZWR1NWNjRPaWZudjFwQlBKdld6TThCX1FN?oc=5"" target=""_blank"">Voter registration is spiking, particularly among young adults</a>&nbsp;&nbsp;<font color=""#6f6f6f"">USA TODAY</font>"
"I'm a young voter in a red county in WA, a blue state | Op-Ed - The Seattle Times","Tue, 27 Aug 2024 07:00:00 GMT",The Seattle Times,https://news.google.com/rss/articles/CBMipgFBVV95cUxQOGM1WjFleHRqOHBEV0NwVFpmbnhybVdTeE10eHYyOWZNMjlSVTRoQ2JUaGh4SXA5SEJ4anU0TFdZMzdRSDZMVjJoNEdlTlR4dktDMVBkR3pZbDJCVElFOThpa2dGMjVlV28xaW41TUM1dW82TVJTSHd6eGRVem9zanl3cDR2MGVsQzRtOFZGX2lYejZkamRlZTBtUnd3VzI2dzRkMlJR?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxQOGM1WjFleHRqOHBEV0NwVFpmbnhybVdTeE10eHYyOWZNMjlSVTRoQ2JUaGh4SXA5SEJ4anU0TFdZMzdRSDZMVjJoNEdlTlR4dktDMVBkR3pZbDJCVElFOThpa2dGMjVlV28xaW41TUM1dW82TVJTSHd6eGRVem9zanl3cDR2MGVsQzRtOFZGX2lYejZkamRlZTBtUnd3VzI2dzRkMlJR?oc=5"" target=""_blank"">I'm a young voter in a red county in WA, a blue state | Op-Ed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Seattle Times</font>"
How politicians and Gen Z can break the cycle of low youth voter turnout - Las Vegas Sun,"Fri, 20 Sep 2024 09:00:00 GMT",Las Vegas Sun,https://news.google.com/rss/articles/CBMilwFBVV95cUxQSGxhdElLbzViZFVRSDRfYjlTdVJxUlBaejE0eDY4N0ZGOGw5MEJONkIyTEU2RDBPVnRldUJ6V0pkaTdxV1JMX3VLeC1IdFZJVkJraHRYT2Z1NUlzZWw5TU1kNTJ5M244LVplZWx5YzB0dngxT1lqem9VV2RON1VVVWtkNmJGWldrc2w2cnYyTWUwWjlxTklj?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQSGxhdElLbzViZFVRSDRfYjlTdVJxUlBaejE0eDY4N0ZGOGw5MEJONkIyTEU2RDBPVnRldUJ6V0pkaTdxV1JMX3VLeC1IdFZJVkJraHRYT2Z1NUlzZWw5TU1kNTJ5M244LVplZWx5YzB0dngxT1lqem9VV2RON1VVVWtkNmJGWldrc2w2cnYyTWUwWjlxTklj?oc=5"" target=""_blank"">How politicians and Gen Z can break the cycle of low youth voter turnout</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Las Vegas Sun</font>"
Taylor Swift's endorsement of Kamala Harris for president helping energize young Pennsylvania voters - CBS Philly,"Tue, 17 Sep 2024 16:48:24 GMT",CBS Philly,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQd1VDQWFfRFZKSlRfVzVEZ2lmY25mS0F0Y1RyWU16TzlnaU83VjEzWHFpSzdPSDBLN3JIaGcwazRjVGhWNEt3MTdQME5TWVJzREZMWEdQUGRWbGc3S0xwUWhxeDNPQWdBTWc5NFJYR1RDOEZqU2M2WE1BQlNfQS00T3prMmlLQ25Md2dOSEhhS1JrNFZEa0hVcFZkdE1lbHNxTUpQNEdnNDBpZHPSAbABQVVfeXFMTmh6TkFlekwycDVVXzdCMS1GT1N1QTZwSUl2TDFRRzZvS2Zvc0RLN2pVLWM0RlViUHVuR1dsd2pUNkJ6SklLRmFyamhsNTVWeXRSYXlVUlM1b3dGaG1RbnlobU5lTWFJOE84NzJya01BOGwxRU9TYkFUdTlrR2FzS05xSnIxUWtyWDlfWUZIWnczTnJ4bnpaNXlvWExDUkVkOUhnUnVOWmx1NjV3OWJIbEQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxQd1VDQWFfRFZKSlRfVzVEZ2lmY25mS0F0Y1RyWU16TzlnaU83VjEzWHFpSzdPSDBLN3JIaGcwazRjVGhWNEt3MTdQME5TWVJzREZMWEdQUGRWbGc3S0xwUWhxeDNPQWdBTWc5NFJYR1RDOEZqU2M2WE1BQlNfQS00T3prMmlLQ25Md2dOSEhhS1JrNFZEa0hVcFZkdE1lbHNxTUpQNEdnNDBpZHPSAbABQVVfeXFMTmh6TkFlekwycDVVXzdCMS1GT1N1QTZwSUl2TDFRRzZvS2Zvc0RLN2pVLWM0RlViUHVuR1dsd2pUNkJ6SklLRmFyamhsNTVWeXRSYXlVUlM1b3dGaG1RbnlobU5lTWFJOE84NzJya01BOGwxRU9TYkFUdTlrR2FzS05xSnIxUWtyWDlfWUZIWnczTnJ4bnpaNXlvWExDUkVkOUhnUnVOWmx1NjV3OWJIbEQ?oc=5"" target=""_blank"">Taylor Swift's endorsement of Kamala Harris for president helping energize young Pennsylvania voters</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CBS Philly</font>"
"Young voters in Western Pa. talk issues, candidates ahead of presidential election - TribLIVE","Sun, 22 Sep 2024 00:45:00 GMT",TribLIVE,https://news.google.com/rss/articles/CBMimwFBVV95cUxNdGlkUTJNV0tmSXdCSDgzbEE2bGhIQm52S1FiUHhrWnJfdThfVEZLNGJYMzFQbUw3X2E3SUVFRjUycnBZeDRiOWhLV2pQYmEyUDNqTXQtWEpSeHVtM0tUNTZtanlUQUZRT0tjbGkxVEh4VmlIekV1NUItdFNBbWU2Z2dkc2ZVLWZaZkJLYy1iZjBSSXRLdDZDZ3dkZw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxNdGlkUTJNV0tmSXdCSDgzbEE2bGhIQm52S1FiUHhrWnJfdThfVEZLNGJYMzFQbUw3X2E3SUVFRjUycnBZeDRiOWhLV2pQYmEyUDNqTXQtWEpSeHVtM0tUNTZtanlUQUZRT0tjbGkxVEh4VmlIekV1NUItdFNBbWU2Z2dkc2ZVLWZaZkJLYy1iZjBSSXRLdDZDZ3dkZw?oc=5"" target=""_blank"">Young voters in Western Pa. talk issues, candidates ahead of presidential election</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TribLIVE</font>"
These Charts Show Just How Much Power Gen Z Voters Have - Teen Vogue,"Tue, 17 Sep 2024 11:00:00 GMT",Teen Vogue,https://news.google.com/rss/articles/CBMigwFBVV95cUxOMnp0aUtodjQ4MVc5UkIxVmNPYzZaWW9FWHFoNm1CNFFMaVJhSmZPbTJBbzNHc2x2WC0zVHIxRzN6Q2NtV095SHBXQ2RHVGVSM3BDTldNVzZPbTVhSUl0Nk1pN2RacFFNYU52MUc2WjlpcDJjLTBkV3JxaTN1V2dLMklyYw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxOMnp0aUtodjQ4MVc5UkIxVmNPYzZaWW9FWHFoNm1CNFFMaVJhSmZPbTJBbzNHc2x2WC0zVHIxRzN6Q2NtV095SHBXQ2RHVGVSM3BDTldNVzZPbTVhSUl0Nk1pN2RacFFNYU52MUc2WjlpcDJjLTBkV3JxaTN1V2dLMklyYw?oc=5"" target=""_blank"">These Charts Show Just How Much Power Gen Z Voters Have</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Teen Vogue</font>"
"Young voters have growing power, but broken politics leave them ‘fatalistic,’ studies find - University of California","Thu, 27 Jun 2024 07:00:00 GMT",University of California,https://news.google.com/rss/articles/CBMixAFBVV95cUxQZEp2ZVM4bVJJYjhrSFlDaVVCVWtqakV5bGYxNkpKZXZEZ0hhSUVKaTFaMUJJM1VnOHFiREtaOW5TYW12VkM2bTd2ZTNPUFY3VG8xYy1DQTZQZG9RVGxWc29wUUVzRDdnNGdrZEMxdGJGVW1oSHlJci1BQWlKR0lUSHVreTF6LV91LW9WYU5UYTZkaU1LOXRFQWRMVkZPUDVuNThHTlhWUkgtZjM2VWtGTUlmX29iam83ZGprR3I3amJwdVFO?oc=5,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxQZEp2ZVM4bVJJYjhrSFlDaVVCVWtqakV5bGYxNkpKZXZEZ0hhSUVKaTFaMUJJM1VnOHFiREtaOW5TYW12VkM2bTd2ZTNPUFY3VG8xYy1DQTZQZG9RVGxWc29wUUVzRDdnNGdrZEMxdGJGVW1oSHlJci1BQWlKR0lUSHVreTF6LV91LW9WYU5UYTZkaU1LOXRFQWRMVkZPUDVuNThHTlhWUkgtZjM2VWtGTUlmX29iam83ZGprR3I3amJwdVFO?oc=5"" target=""_blank"">Young voters have growing power, but broken politics leave them ‘fatalistic,’ studies find</a>&nbsp;&nbsp;<font color=""#6f6f6f"">University of California</font>"
Obama goes to TikTok to push voter registration - The Hill,"Tue, 17 Sep 2024 18:12:00 GMT",The Hill,https://news.google.com/rss/articles/CBMilgFBVV95cUxQNlVNMUdUajVmUU1FUGxHZmVhclc4M2JteWpYWktTZDBhN2NHM1B2V2hLb1k0V19oVS0xZ3lNTzJYTEFCZ00tV1BMVFBMd1QwMmdwWHp0TzdzdlkyXzVvWGZvNmpfcDJPY3JaNjZTREw3Tk5ZaDJhYXRXOUtWNklnV3czVFVoUHdUbGdrbHBLYnVNX0FlQ2fSAZsBQVVfeXFMTmlPMF9KcXc4enZJYWJhMnZ4dzkxZl9RM2RJckFCcUdoNFk3VkhpWGpWRDRJWXBxQms5RW15ZjNLdWxPalk4UG9POE5LTlJuMlVCVTZYV1psV1p1alpQeDJJOGhLcWx5UlNJRWxmc1FmcklrRlVacTByVlk4ZE9PaGtFS1Y5d09ZZ2NXYVRYOThyOThfZGZ0LUsxSXc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxQNlVNMUdUajVmUU1FUGxHZmVhclc4M2JteWpYWktTZDBhN2NHM1B2V2hLb1k0V19oVS0xZ3lNTzJYTEFCZ00tV1BMVFBMd1QwMmdwWHp0TzdzdlkyXzVvWGZvNmpfcDJPY3JaNjZTREw3Tk5ZaDJhYXRXOUtWNklnV3czVFVoUHdUbGdrbHBLYnVNX0FlQ2fSAZsBQVVfeXFMTmlPMF9KcXc4enZJYWJhMnZ4dzkxZl9RM2RJckFCcUdoNFk3VkhpWGpWRDRJWXBxQms5RW15ZjNLdWxPalk4UG9POE5LTlJuMlVCVTZYV1psV1p1alpQeDJJOGhLcWx5UlNJRWxmc1FmcklrRlVacTByVlk4ZE9PaGtFS1Y5d09ZZ2NXYVRYOThyOThfZGZ0LUsxSXc?oc=5"" target=""_blank"">Obama goes to TikTok to push voter registration</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hill</font>"
The Swiftie Vote: Gen Z Outreach Group Hits Engagement Milestone - HuffPost,"Wed, 18 Sep 2024 10:00:14 GMT",HuffPost,https://news.google.com/rss/articles/CBMivwFBVV95cUxNUVl3SV9NZWxjMEpVaV94TG93YnN6d2NKYU1xVWkwVnVRdndBcVotWDh6eW5YWWlJVTl3Y3JqVnNmb2JTemlfM1lZLXF6NmlaNWdydHpZVG9Nc3hZT3FkS1JPVm1KSFJYOXl2bWJuLXFMYk9HajNRYlliTV9MSTFrYVV4REJTOHgwVUk4aGpLd0NmR1UtLTlFT29jcTBfTkxNa185aXBUWVNXb0oyUXpEOWluUk14YTBCNjdPS2RiRdIBxAFBVV95cUxNcDBHU3VReGJUa3pMX0dhY0VCalFTYUEwNm5UR1E0MWtRSVhtNTRVWkJmSmV2Ulgxc1BQalBDcERyTVZGTDVOejJLQlJjekJfTmdpd2NMSmdUZFl3cjVITk9nTC1SVS1iWDZfOHBLZHQzcFRuNDc0N1BuZ3VrTXZDWG5BeXdxMTVnMFZMM21SMVl5Y1VNLW1zUkpYRy1jb0tob0twbDNTb1d4UHl3WVRSM29kT1R5UmNGdExUeW80OFVhR1FN?oc=5,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxNUVl3SV9NZWxjMEpVaV94TG93YnN6d2NKYU1xVWkwVnVRdndBcVotWDh6eW5YWWlJVTl3Y3JqVnNmb2JTemlfM1lZLXF6NmlaNWdydHpZVG9Nc3hZT3FkS1JPVm1KSFJYOXl2bWJuLXFMYk9HajNRYlliTV9MSTFrYVV4REJTOHgwVUk4aGpLd0NmR1UtLTlFT29jcTBfTkxNa185aXBUWVNXb0oyUXpEOWluUk14YTBCNjdPS2RiRdIBxAFBVV95cUxNcDBHU3VReGJUa3pMX0dhY0VCalFTYUEwNm5UR1E0MWtRSVhtNTRVWkJmSmV2Ulgxc1BQalBDcERyTVZGTDVOejJLQlJjekJfTmdpd2NMSmdUZFl3cjVITk9nTC1SVS1iWDZfOHBLZHQzcFRuNDc0N1BuZ3VrTXZDWG5BeXdxMTVnMFZMM21SMVl5Y1VNLW1zUkpYRy1jb0tob0twbDNTb1d4UHl3WVRSM29kT1R5UmNGdExUeW80OFVhR1FN?oc=5"" target=""_blank"">The Swiftie Vote: Gen Z Outreach Group Hits Engagement Milestone</a>&nbsp;&nbsp;<font color=""#6f6f6f"">HuffPost</font>"
Young voter? Muscogee County Elections Office shares tips for registering to vote - WRBL,"Tue, 17 Sep 2024 21:50:10 GMT",WRBL,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQNFpraDg1dTFSMmJQdUphUl9PQVJCLVlKUHBINW9hb2NyLWtHaERBTG9JeGVTRjBSdGNtYTkxOHc0elFCblkxQkNWLVpaYUlkVWcxQm4xLVdBTTNJWjdaNFgtRUFDdlpWRWMybkxzNTd3OFo3dm9MTUJVYkI3c0lYVkdwMkpHS2thenN2SFoxZDBULVpLMTQxMnV1aGs5dEc3bmNUd3lHNFo1dzDSAbABQVVfeXFMT2FTVm42bDlxV2hFMXJUQW5DV0ZiaTJyMnlXZGhncnk4ZmlSbUJhSmltQm9BV0xiU1l1RjhkNGVXeXJ4S21ZdG8xMVlxdWc5TnhWWXpNekY5cVpSOVB3bEQtNV81SDBkcnFPZVFiNVVIbjVHZ1JTUmhZRTl3RE91M3Y4ME82RkFHMGp6Mldvc1laX3pJTVdEXzJLS0F4UEJsUU5pd3VsdkVHX2hMS3Z2b3U?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxQNFpraDg1dTFSMmJQdUphUl9PQVJCLVlKUHBINW9hb2NyLWtHaERBTG9JeGVTRjBSdGNtYTkxOHc0elFCblkxQkNWLVpaYUlkVWcxQm4xLVdBTTNJWjdaNFgtRUFDdlpWRWMybkxzNTd3OFo3dm9MTUJVYkI3c0lYVkdwMkpHS2thenN2SFoxZDBULVpLMTQxMnV1aGs5dEc3bmNUd3lHNFo1dzDSAbABQVVfeXFMT2FTVm42bDlxV2hFMXJUQW5DV0ZiaTJyMnlXZGhncnk4ZmlSbUJhSmltQm9BV0xiU1l1RjhkNGVXeXJ4S21ZdG8xMVlxdWc5TnhWWXpNekY5cVpSOVB3bEQtNV81SDBkcnFPZVFiNVVIbjVHZ1JTUmhZRTl3RE91M3Y4ME82RkFHMGp6Mldvc1laX3pJTVdEXzJLS0F4UEJsUU5pd3VsdkVHX2hMS3Z2b3U?oc=5"" target=""_blank"">Young voter? Muscogee County Elections Office shares tips for registering to vote</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WRBL</font>"
Coin-toss election gives young voters new sway - Axios,"Fri, 13 Sep 2024 07:00:00 GMT",Axios,https://news.google.com/rss/articles/CBMidkFVX3lxTFBJYWdJd0Z0VU5pcS1zQzBMVVhhT2cxSFJtOE96WWlPMlZOa1g3dXdwc2NLY2ZlQWFIODZUU2hxRUtVNFA1RDRJbUVmSFZ1SGtqeWh1QUdLTFZYbnFkdmxMMGdCaUItdm11ZWdXQ3gwdl9LaHBsY0E?oc=5,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTFBJYWdJd0Z0VU5pcS1zQzBMVVhhT2cxSFJtOE96WWlPMlZOa1g3dXdwc2NLY2ZlQWFIODZUU2hxRUtVNFA1RDRJbUVmSFZ1SGtqeWh1QUdLTFZYbnFkdmxMMGdCaUItdm11ZWdXQ3gwdl9LaHBsY0E?oc=5"" target=""_blank"">Coin-toss election gives young voters new sway</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>"
Surge in newly eligible young voters could swing the election - The Fulcrum,"Tue, 03 Sep 2024 07:00:00 GMT",The Fulcrum,https://news.google.com/rss/articles/CBMiakFVX3lxTE5LTHpnVEI4c1psU29nRjA1T2xOc0ZKeWozSk1fcXpMMk1Sd1NsamR2V1VnOTZwa0hFV0w4dGlQT2czc2FGQVByNWVKczRrYW1uMVV4eU9CekdjZnFhbGdlNEFreUJVZk1Oc1E?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiakFVX3lxTE5LTHpnVEI4c1psU29nRjA1T2xOc0ZKeWozSk1fcXpMMk1Sd1NsamR2V1VnOTZwa0hFV0w4dGlQT2czc2FGQVByNWVKczRrYW1uMVV4eU9CekdjZnFhbGdlNEFreUJVZk1Oc1E?oc=5"" target=""_blank"">Surge in newly eligible young voters could swing the election</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Fulcrum</font>"
"In a post-pandemic world, Gen Z voters are fired up to vote - PennLive","Wed, 04 Sep 2024 07:00:00 GMT",PennLive,https://news.google.com/rss/articles/CBMiowFBVV95cUxNNFE3Mi1CbGhRUjl3MXVYUnpXLVBDRUJrXy1sb1p5UXNPYXZHcGpKdTd0MlBzVUNybzZxYWFMVWNvTk8xYlo4Ykd5Q0J2Z0JIdnNKd0VMUW5CUy1CelZzQ1FhZHpNam8ybjA3QlByLXRMcHhUaFdiQlpLaVYxUFMxdXpnR0VZMkpUYlVsRXlSekNOaThiQWNEQXg4dTZnMHJLekY00gG3AUFVX3lxTE14QXk3dnFQZjZ2RlpaQ3Z0MHVweVVwcFRRSnR0LUFzWlplaThST0duN2Q4VUVockRSRkVOUUNXOThkYkUyNy1WUU5oY1k4OHEyNm9sTnFOUTlidmt0UjdtX1FOdThkZ1VVeFI3T1dqRWJnZUU2QnFmS1pLU2JpVXVIRGlSWnU4QTNObzE5TXdJYzlIUXlMaFVNbkdiOHFXQzAyelQyLWZ1SndoeDBibm9KeW5DRDE3WQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxNNFE3Mi1CbGhRUjl3MXVYUnpXLVBDRUJrXy1sb1p5UXNPYXZHcGpKdTd0MlBzVUNybzZxYWFMVWNvTk8xYlo4Ykd5Q0J2Z0JIdnNKd0VMUW5CUy1CelZzQ1FhZHpNam8ybjA3QlByLXRMcHhUaFdiQlpLaVYxUFMxdXpnR0VZMkpUYlVsRXlSekNOaThiQWNEQXg4dTZnMHJLekY00gG3AUFVX3lxTE14QXk3dnFQZjZ2RlpaQ3Z0MHVweVVwcFRRSnR0LUFzWlplaThST0duN2Q4VUVockRSRkVOUUNXOThkYkUyNy1WUU5oY1k4OHEyNm9sTnFOUTlidmt0UjdtX1FOdThkZ1VVeFI3T1dqRWJnZUU2QnFmS1pLU2JpVXVIRGlSWnU4QTNObzE5TXdJYzlIUXlMaFVNbkdiOHFXQzAyelQyLWZ1SndoeDBibm9KeW5DRDE3WQ?oc=5"" target=""_blank"">In a post-pandemic world, Gen Z voters are fired up to vote</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PennLive</font>"
Kamala Harris’ Favorability Is Sky High Among Young Voters in Battleground States - InsideClimate News,"Sun, 25 Aug 2024 07:00:00 GMT",InsideClimate News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQRGtJeGZBdUdsUi1JMHd5NW4xaXFldXU4Q01aWDROcmNrUXhpdHdVT09jazVtWW9aWUpZV2phVVdmVkNJb21URG1oSWlLdzg4Q2t6dC1TX25rZmZHSS1OUzJTckVZYjNGd1Z4dzExTFQ5T2poM2R3cmFVWlNaSWs2UHhIbGtTRlEwUXNn?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQRGtJeGZBdUdsUi1JMHd5NW4xaXFldXU4Q01aWDROcmNrUXhpdHdVT09jazVtWW9aWUpZV2phVVdmVkNJb21URG1oSWlLdzg4Q2t6dC1TX25rZmZHSS1OUzJTckVZYjNGd1Z4dzExTFQ5T2poM2R3cmFVWlNaSWs2UHhIbGtTRlEwUXNn?oc=5"" target=""_blank"">Kamala Harris’ Favorability Is Sky High Among Young Voters in Battleground States</a>&nbsp;&nbsp;<font color=""#6f6f6f"">InsideClimate News</font>"
This Northeastern grad is using her music industry experiences to get young people to vote - Northeastern University,"Fri, 02 Aug 2024 07:00:00 GMT",Northeastern University,https://news.google.com/rss/articles/CBMie0FVX3lxTE83U3VVN3VDVWdjTndPSEUxRkthb1U1cEY3LWFxZVNOenRneUJzUGQzN2kwUURrX1BseG1sNHpkSXVTcXo0aTdJb0s1X3JORFFjUGxUbko5ZmxsZVFXTXE0a2lqVmNMNGxrc0tGQWxiV1RmR1lFLTVoVlB0WQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE83U3VVN3VDVWdjTndPSEUxRkthb1U1cEY3LWFxZVNOenRneUJzUGQzN2kwUURrX1BseG1sNHpkSXVTcXo0aTdJb0s1X3JORFFjUGxUbko5ZmxsZVFXTXE0a2lqVmNMNGxrc0tGQWxiV1RmR1lFLTVoVlB0WQ?oc=5"" target=""_blank"">This Northeastern grad is using her music industry experiences to get young people to vote</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font>"
